VAR,Variable,UNIT,Measure,Country,Year,Value
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,New Zealand,2021,95.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,New Zealand,2022,95.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Norway,2012,73
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Norway,2015,63
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Norway,2019,66
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Norway,2022,74
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Norway,2012,57
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Norway,2015,47
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Norway,2019,49
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Norway,2022,59
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Norway,2012,65
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Norway,2015,55
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Norway,2019,58
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Norway,2022,67
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Poland,2014,59.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Poland,2019,55.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Poland,2014,51
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Poland,2019,47.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Poland,2014,55.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Poland,2019,51.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Portugal,2014,60.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Portugal,2019,46.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Portugal,2014,48.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Portugal,2019,36.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Portugal,2014,55.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Portugal,2019,41.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Slovak Republic,2014,49.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Slovak Republic,2019,51.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Slovak Republic,2014,37.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Slovak Republic,2019,42.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Slovak Republic,2014,44
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Slovak Republic,2019,47.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Spain,2011,52
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Spain,2014,50
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Spain,2017,48.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Spain,2020,52
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Spain,2011,41.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Spain,2014,39
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Spain,2017,35.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Spain,2020,41
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Spain,2011,47.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Spain,2014,44.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Spain,2017,42.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Spain,2020,46.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2010,74
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2011,74.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2012,76.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2013,77.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2014,75.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2015,73.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2016,75.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2018,76.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2020,74.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2021,73.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Sweden,2022,73.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2010,57.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2011,58.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2012,61
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2013,61.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2014,58.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2015,59.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2016,59.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2018,59.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2020,59.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2021,57.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Sweden,2022,57.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2010,65.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2011,66.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2012,68.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2013,69.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2014,66.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2015,66.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2016,67.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2018,67.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2020,66.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2021,65.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Sweden,2022,65.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Switzerland,2012,76.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Switzerland,2017,76.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Switzerland,2012,60.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Switzerland,2017,59.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Switzerland,2012,68.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Switzerland,2017,67.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Türkiye,2010,71.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Türkiye,2012,65.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Türkiye,2014,62.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Türkiye,2016,62.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Türkiye,2019,58.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Türkiye,2010,67.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Türkiye,2012,63.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Türkiye,2014,57.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Türkiye,2016,59
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Türkiye,2019,52
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Türkiye,2010,69.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Türkiye,2012,64.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Türkiye,2014,60.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Türkiye,2016,60.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Türkiye,2019,55.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,United Kingdom,2014,70
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,United Kingdom,2014,60.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,United Kingdom,2014,65.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,United States,2011,91.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,United States,2014,92.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,United States,2015,91.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,United States,2018,92.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,United States,2011,93
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,United States,2014,91.6
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,United States,2015,91.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,United States,2018,91
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,United States,2011,92.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,United States,2014,92
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,United States,2015,91.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,United States,2018,91.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Chile,2016,65.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Chile,2016,54
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Chile,2016,59.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Estonia,2014,59.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Estonia,2019,52
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Estonia,2014,49.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Estonia,2019,40.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Estonia,2014,54.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Estonia,2019,46.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Israel,2014,83.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Israel,2016,82
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Israel,2017,77.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Israel,2019,86.5
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Israel,2014,78
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Israel,2016,78
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Israel,2017,67.7
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Israel,2019,81.8
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Israel,2014,81
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Israel,2016,80.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Israel,2017,72.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Israel,2019,84.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Slovenia,2014,66.4
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Slovenia,2019,63.3
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Slovenia,2014,55.2
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Slovenia,2019,50.1
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Slovenia,2014,60.9
FOODVEGE,"Vegetables consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Slovenia,2019,56.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Australia,2011,95
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Australia,2014,96
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Australia,2017,96.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Australia,2011,93
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Australia,2014,93
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Australia,2017,93.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Australia,2011,94
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Australia,2014,95
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Australia,2017,94.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Austria,2014,66.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Austria,2019,58.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Austria,2014,45.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Austria,2019,40.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Austria,2014,56.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Austria,2019,49.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Belgium,2013,59.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Belgium,2018,61.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Belgium,2013,47.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Belgium,2018,47.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Belgium,2013,53.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Belgium,2018,54.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2010,76.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2011,73
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2012,74.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2013,76.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2014,75.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2015,73
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2016,72.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2017,73.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2020,70.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Canada,2021,67.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2010,61.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2011,58.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2012,59.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2013,62.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2014,61.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2015,57.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2016,57.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2017,59.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2020,59.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Canada,2021,56.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2010,69.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2011,65.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2012,67.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2013,69.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2014,68.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2015,65.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2016,65.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2017,66.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2020,64.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Canada,2021,62.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Czechia,2014,56
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Czechia,2019,54.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Czechia,2014,36.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Czechia,2019,36.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Czechia,2014,46.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Czechia,2019,45.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2010,76.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2013,70.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2014,62.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2017,59.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2019,53.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Denmark,2021,51.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2010,56.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2013,52.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2014,43.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2017,44.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2019,38.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Denmark,2021,38.8
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2010,66.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2013,61.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2014,53
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2017,52.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2019,46.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Denmark,2021,45.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2010,41.4
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2011,40
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2012,38.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2013,38
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2014,40.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2015,42.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2016,40
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2017,41
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2018,51
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2019,52
FOODFRUT,"Fruits consumption, daily (survey)",FRVGFMTF,% of females aged 15 years old and over,Finland,2020,51
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2010,19.2
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2011,19.9
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2012,19.1
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2013,20.7
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2014,19.6
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2015,22.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2016,21
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2017,18
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2018,29
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2019,32
FOODFRUT,"Fruits consumption, daily (survey)",FRVGHOTH,% of males aged 15 years old and over,Finland,2020,30
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Finland,2010,31.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Finland,2011,31.5
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Finland,2012,30.3
FOODFRUT,"Fruits consumption, daily (survey)",FRVGTOTX,% of population aged 15 years old and over,Finland,2013,30.6
